PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Prefix,Cabin
591,0,3,male,35.0,0,0,STON/O 2. 3101273,7.125,S, Mr,
592,1,1,female,52.0,1,0,36947,78.2667,C, Mrs,D20
593,0,3,male,47.0,0,0,A/5 3902,7.25,S, Mr,
594,0,3,female,29.69911764705882,0,2,364848,7.75,Q, Miss,
595,0,2,male,37.0,1,0,SC/AH 29037,26.0,S, Mr,
596,0,3,male,36.0,1,1,345773,24.15,S, Mr,
597,1,2,female,29.69911764705882,0,0,248727,33.0,S, Miss,
598,0,3,male,49.0,0,0,LINE,0.0,S, Mr,
599,0,3,male,29.69911764705882,0,0,2664,7.225,C, Mr,
600,1,1,male,49.0,1,0,PC 17485,56.9292,C, Sir,A20
601,1,2,female,24.0,2,1,243847,27.0,S, Mrs,
602,0,3,male,29.69911764705882,0,0,349214,7.8958,S, Mr,
603,0,1,male,29.69911764705882,0,0,113796,42.4,S, Mr,
604,0,3,male,44.0,0,0,364511,8.05,S, Mr,
605,1,1,male,35.0,0,0,111426,26.55,C, Mr,
606,0,3,male,36.0,1,0,349910,15.55,S, Mr,
607,0,3,male,30.0,0,0,349246,7.8958,S, Mr,
608,1,1,male,27.0,0,0,113804,30.5,S, Mr,
609,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,C, Mrs,
610,1,1,female,40.0,0,0,PC 17582,153.4625,S, Miss,C125
611,0,3,female,39.0,1,5,347082,31.275,S, Mrs,
612,0,3,male,29.69911764705882,0,0,SOTON/O.Q. 3101305,7.05,S, Mr,
613,1,3,female,29.69911764705882,1,0,367230,15.5,Q, Miss,
614,0,3,male,29.69911764705882,0,0,370377,7.75,Q, Mr,
615,0,3,male,35.0,0,0,364512,8.05,S, Mr,
616,1,2,female,24.0,1,2,220845,65.0,S, Miss,
617,0,3,male,34.0,1,1,347080,14.4,S, Mr,
618,0,3,female,26.0,1,0,A/5. 3336,16.1,S, Mrs,
619,1,2,female,4.0,2,1,230136,39.0,S, Miss,F4
620,0,2,male,26.0,0,0,31028,10.5,S, Mr,
621,0,3,male,27.0,1,0,2659,14.4542,C, Mr,
622,1,1,male,42.0,1,0,11753,52.5542,S, Mr,D19
623,1,3,male,20.0,1,1,2653,15.7417,C, Mr,
624,0,3,male,21.0,0,0,350029,7.8542,S, Mr,
625,0,3,male,21.0,0,0,54636,16.1,S, Mr,
626,0,1,male,61.0,0,0,36963,32.3208,S, Mr,D50
627,0,2,male,57.0,0,0,219533,12.35,Q, Rev,
628,1,1,female,21.0,0,0,13502,77.9583,S, Miss,D9
629,0,3,male,26.0,0,0,349224,7.8958,S, Mr,
630,0,3,male,29.69911764705882,0,0,334912,7.7333,Q, Mr,
631,1,1,male,80.0,0,0,27042,30.0,S, Mr,A23
632,0,3,male,51.0,0,0,347743,7.0542,S, Mr,
633,1,1,male,32.0,0,0,13214,30.5,C, Dr,B50
634,0,1,male,29.69911764705882,0,0,112052,0.0,S, Mr,
635,0,3,female,9.0,3,2,347088,27.9,S, Miss,
636,1,2,female,28.0,0,0,237668,13.0,S, Miss,
637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,S, Mr,
638,0,2,male,31.0,1,1,C.A. 31921,26.25,S, Mr,
639,0,3,female,41.0,0,5,3101295,39.6875,S, Mrs,
640,0,3,male,29.69911764705882,1,0,376564,16.1,S, Mr,
641,0,3,male,20.0,0,0,350050,7.8542,S, Mr,
642,1,1,female,24.0,0,0,PC 17477,69.3,C, Mlle,B35
643,0,3,female,2.0,3,2,347088,27.9,S, Miss,
644,1,3,male,29.69911764705882,0,0,1601,56.4958,S, Mr,
645,1,3,female,0.75,2,1,2666,19.2583,C, Miss,
646,1,1,male,48.0,1,0,PC 17572,76.7292,C, Mr,D33
647,0,3,male,19.0,0,0,349231,7.8958,S, Mr,
648,1,1,male,56.0,0,0,13213,35.5,C, Col,A26
649,0,3,male,29.69911764705882,0,0,S.O./P.P. 751,7.55,S, Mr,
650,1,3,female,23.0,0,0,CA. 2314,7.55,S, Miss,
651,0,3,male,29.69911764705882,0,0,349221,7.8958,S, Mr,
652,1,2,female,18.0,0,1,231919,23.0,S, Miss,
653,0,3,male,21.0,0,0,8475,8.4333,S, Mr,
654,1,3,female,29.69911764705882,0,0,330919,7.8292,Q, Miss,
655,0,3,female,18.0,0,0,365226,6.75,Q, Miss,
656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,S, Mr,
657,0,3,male,29.69911764705882,0,0,349223,7.8958,S, Mr,
658,0,3,female,32.0,1,1,364849,15.5,Q, Mrs,
659,0,2,male,23.0,0,0,29751,13.0,S, Mr,
660,0,1,male,58.0,0,2,35273,113.275,C, Mr,D48
661,1,1,male,50.0,2,0,PC 17611,133.65,S, Dr,
662,0,3,male,40.0,0,0,2623,7.225,C, Mr,
663,0,1,male,47.0,0,0,5727,25.5875,S, Mr,E58
664,0,3,male,36.0,0,0,349210,7.4958,S, Mr,
665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,S, Mr,
666,0,2,male,32.0,2,0,S.O.C. 14879,73.5,S, Mr,
667,0,2,male,25.0,0,0,234686,13.0,S, Mr,
668,0,3,male,29.69911764705882,0,0,312993,7.775,S, Mr,
669,0,3,male,43.0,0,0,A/5 3536,8.05,S, Mr,
670,1,1,female,29.69911764705882,1,0,19996,52.0,S, Mrs,C126
671,1,2,female,40.0,1,1,29750,39.0,S, Mrs,
672,0,1,male,31.0,1,0,F.C. 12750,52.0,S, Mr,B71
673,0,2,male,70.0,0,0,C.A. 24580,10.5,S, Mr,
674,1,2,male,31.0,0,0,244270,13.0,S, Mr,
675,0,2,male,29.69911764705882,0,0,239856,0.0,S, Mr,
676,0,3,male,18.0,0,0,349912,7.775,S, Mr,
677,0,3,male,24.5,0,0,342826,8.05,S, Mr,
678,1,3,female,18.0,0,0,4138,9.8417,S, Miss,
679,0,3,female,43.0,1,6,CA 2144,46.9,S, Mrs,
680,1,1,male,36.0,0,1,PC 17755,512.3292,C, Mr,B51 B53 B55
681,0,3,female,29.69911764705882,0,0,330935,8.1375,Q, Miss,
682,1,1,male,27.0,0,0,PC 17572,76.7292,C, Mr,D49
683,0,3,male,20.0,0,0,6563,9.225,S, Mr,
684,0,3,male,14.0,5,2,CA 2144,46.9,S, Mr,
685,0,2,male,60.0,1,1,29750,39.0,S, Mr,
686,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,C, Mr,
687,0,3,male,14.0,4,1,3101295,39.6875,S, Mr,
688,0,3,male,19.0,0,0,349228,10.1708,S, Mr,
689,0,3,male,18.0,0,0,350036,7.7958,S, Mr,
690,1,1,female,15.0,0,1,24160,211.3375,S, Miss,B5
691,1,1,male,31.0,1,0,17474,57.0,S, Mr,B20
692,1,3,female,4.0,0,1,349256,13.4167,C, Miss,
693,1,3,male,29.69911764705882,0,0,1601,56.4958,S, Mr,
694,0,3,male,25.0,0,0,2672,7.225,C, Mr,
695,0,1,male,60.0,0,0,113800,26.55,S, Col,
696,0,2,male,52.0,0,0,248731,13.5,S, Mr,
697,0,3,male,44.0,0,0,363592,8.05,S, Mr,
698,1,3,female,29.69911764705882,0,0,35852,7.7333,Q, Miss,
699,0,1,male,49.0,1,1,17421,110.8833,C, Mr,C68
700,0,3,male,42.0,0,0,348121,7.65,S, Mr,F G63
701,1,1,female,18.0,1,0,PC 17757,227.525,C, Mrs,C62 C64
702,1,1,male,35.0,0,0,PC 17475,26.2875,S, Mr,E24
703,0,3,female,18.0,0,1,2691,14.4542,C, Miss,
704,0,3,male,25.0,0,0,36864,7.7417,Q, Mr,
705,0,3,male,26.0,1,0,350025,7.8542,S, Mr,
706,0,2,male,39.0,0,0,250655,26.0,S, Mr,
707,1,2,female,45.0,0,0,223596,13.5,S, Mrs,
708,1,1,male,42.0,0,0,PC 17476,26.2875,S, Mr,E24
709,1,1,female,22.0,0,0,113781,151.55,S, Miss,
710,1,3,male,29.69911764705882,1,1,2661,15.2458,C, Master,
711,1,1,female,24.0,0,0,PC 17482,49.5042,C, Mlle,C90
712,0,1,male,29.69911764705882,0,0,113028,26.55,S, Mr,C124
713,1,1,male,48.0,1,0,19996,52.0,S, Mr,C126
714,0,3,male,29.0,0,0,7545,9.4833,S, Mr,
715,0,2,male,52.0,0,0,250647,13.0,S, Mr,
716,0,3,male,19.0,0,0,348124,7.65,S, Mr,F G73
717,1,1,female,38.0,0,0,PC 17757,227.525,C, Miss,C45
718,1,2,female,27.0,0,0,34218,10.5,S, Miss,E101
719,0,3,male,29.69911764705882,0,0,36568,15.5,Q, Mr,
720,0,3,male,33.0,0,0,347062,7.775,S, Mr,
721,1,2,female,6.0,0,1,248727,33.0,S, Miss,
722,0,3,male,17.0,1,0,350048,7.0542,S, Mr,
723,0,2,male,34.0,0,0,12233,13.0,S, Mr,
724,0,2,male,50.0,0,0,250643,13.0,S, Mr,
725,1,1,male,27.0,1,0,113806,53.1,S, Mr,E8
726,0,3,male,20.0,0,0,315094,8.6625,S, Mr,
727,1,2,female,30.0,3,0,31027,21.0,S, Mrs,
728,1,3,female,29.69911764705882,0,0,36866,7.7375,Q, Miss,
729,0,2,male,25.0,1,0,236853,26.0,S, Mr,
730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,S, Miss,
731,1,1,female,29.0,0,0,24160,211.3375,S, Miss,B5
732,0,3,male,11.0,0,0,2699,18.7875,C, Mr,
733,0,2,male,29.69911764705882,0,0,239855,0.0,S, Mr,
734,0,2,male,23.0,0,0,28425,13.0,S, Mr,
735,0,2,male,23.0,0,0,233639,13.0,S, Mr,
736,0,3,male,28.5,0,0,54636,16.1,S, Mr,
737,0,3,female,48.0,1,3,W./C. 6608,34.375,S, Mrs,
738,1,1,male,35.0,0,0,PC 17755,512.3292,C, Mr,B101
739,0,3,male,29.69911764705882,0,0,349201,7.8958,S, Mr,
740,0,3,male,29.69911764705882,0,0,349218,7.8958,S, Mr,
741,1,1,male,29.69911764705882,0,0,16988,30.0,S, Mr,D45
742,0,1,male,36.0,1,0,19877,78.85,S, Mr,C46
743,1,1,female,21.0,2,2,PC 17608,262.375,C, Miss,B57 B59 B63 B66
744,0,3,male,24.0,1,0,376566,16.1,S, Mr,
745,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,S, Mr,
746,0,1,male,70.0,1,1,WE/P 5735,71.0,S, Capt,B22
747,0,3,male,16.0,1,1,C.A. 2673,20.25,S, Mr,
748,1,2,female,30.0,0,0,250648,13.0,S, Miss,
749,0,1,male,19.0,1,0,113773,53.1,S, Mr,D30
750,0,3,male,31.0,0,0,335097,7.75,Q, Mr,
751,1,2,female,4.0,1,1,29103,23.0,S, Miss,
752,1,3,male,6.0,0,1,392096,12.475,S, Master,E121
753,0,3,male,33.0,0,0,345780,9.5,S, Mr,
754,0,3,male,23.0,0,0,349204,7.8958,S, Mr,
755,1,2,female,48.0,1,2,220845,65.0,S, Mrs,
756,1,2,male,0.67,1,1,250649,14.5,S, Master,
757,0,3,male,28.0,0,0,350042,7.7958,S, Mr,
758,0,2,male,18.0,0,0,29108,11.5,S, Mr,
759,0,3,male,34.0,0,0,363294,8.05,S, Mr,
760,1,1,female,33.0,0,0,110152,86.5,S, the Countess,B77
761,0,3,male,29.69911764705882,0,0,358585,14.5,S, Mr,
762,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,S, Mr,
763,1,3,male,20.0,0,0,2663,7.2292,C, Mr,
764,1,1,female,36.0,1,2,113760,120.0,S, Mrs,B96 B98
765,0,3,male,16.0,0,0,347074,7.775,S, Mr,
766,1,1,female,51.0,1,0,13502,77.9583,S, Mrs,D11
767,0,1,male,29.69911764705882,0,0,112379,39.6,C, Dr,
768,0,3,female,30.5,0,0,364850,7.75,Q, Miss,
769,0,3,male,29.69911764705882,1,0,371110,24.15,Q, Mr,
770,0,3,male,32.0,0,0,8471,8.3625,S, Mr,
771,0,3,male,24.0,0,0,345781,9.5,S, Mr,
772,0,3,male,48.0,0,0,350047,7.8542,S, Mr,
773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,S, Mrs,E77
774,0,3,male,29.69911764705882,0,0,2674,7.225,C, Mr,
775,1,2,female,54.0,1,3,29105,23.0,S, Mrs,
776,0,3,male,18.0,0,0,347078,7.75,S, Mr,
777,0,3,male,29.69911764705882,0,0,383121,7.75,Q, Mr,F38
778,1,3,female,5.0,0,0,364516,12.475,S, Miss,
779,0,3,male,29.69911764705882,0,0,36865,7.7375,Q, Mr,
780,1,1,female,43.0,0,1,24160,211.3375,S, Mrs,B3
781,1,3,female,13.0,0,0,2687,7.2292,C, Miss,
782,1,1,female,17.0,1,0,17474,57.0,S, Mrs,B20
783,0,1,male,29.0,0,0,113501,30.0,S, Mr,D6
784,0,3,male,29.69911764705882,1,2,W./C. 6607,23.45,S, Mr,
785,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S, Mr,
786,0,3,male,25.0,0,0,374887,7.25,S, Mr,
787,1,3,female,18.0,0,0,3101265,7.4958,S, Miss,
788,0,3,male,8.0,4,1,382652,29.125,Q, Master,
789,1,3,male,1.0,1,2,C.A. 2315,20.575,S, Master,
790,0,1,male,46.0,0,0,PC 17593,79.2,C, Mr,B82 B84
791,0,3,male,29.69911764705882,0,0,12460,7.75,Q, Mr,
792,0,2,male,16.0,0,0,239865,26.0,S, Mr,
793,0,3,female,29.69911764705882,8,2,CA. 2343,69.55,S, Miss,
794,0,1,male,29.69911764705882,0,0,PC 17600,30.6958,C, Mr,
795,0,3,male,25.0,0,0,349203,7.8958,S, Mr,
796,0,2,male,39.0,0,0,28213,13.0,S, Mr,
797,1,1,female,49.0,0,0,17465,25.9292,S, Dr,D17
798,1,3,female,31.0,0,0,349244,8.6833,S, Mrs,
799,0,3,male,30.0,0,0,2685,7.2292,C, Mr,
800,0,3,female,30.0,1,1,345773,24.15,S, Mrs,
801,0,2,male,34.0,0,0,250647,13.0,S, Mr,
802,1,2,female,31.0,1,1,C.A. 31921,26.25,S, Mrs,
803,1,1,male,11.0,1,2,113760,120.0,S, Master,B96 B98
804,1,3,male,0.42,0,1,2625,8.5167,C, Master,
805,1,3,male,27.0,0,0,347089,6.975,S, Mr,
806,0,3,male,31.0,0,0,347063,7.775,S, Mr,
807,0,1,male,39.0,0,0,112050,0.0,S, Mr,A36
808,0,3,female,18.0,0,0,347087,7.775,S, Miss,
809,0,2,male,39.0,0,0,248723,13.0,S, Mr,
810,1,1,female,33.0,1,0,113806,53.1,S, Mrs,E8
811,0,3,male,26.0,0,0,3474,7.8875,S, Mr,
812,0,3,male,39.0,0,0,A/4 48871,24.15,S, Mr,
813,0,2,male,35.0,0,0,28206,10.5,S, Mr,
814,0,3,female,6.0,4,2,347082,31.275,S, Miss,
815,0,3,male,30.5,0,0,364499,8.05,S, Mr,
816,0,1,male,29.69911764705882,0,0,112058,0.0,S, Mr,B102
817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,S, Miss,
818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,C, Mr,
819,0,3,male,43.0,0,0,C 7075,6.45,S, Mr,
820,0,3,male,10.0,3,2,347088,27.9,S, Master,
821,1,1,female,52.0,1,1,12749,93.5,S, Mrs,B69
822,1,3,male,27.0,0,0,315098,8.6625,S, Mr,
823,0,1,male,38.0,0,0,19972,0.0,S, Jonkheer,
824,1,3,female,27.0,0,1,392096,12.475,S, Mrs,E121
825,0,3,male,2.0,4,1,3101295,39.6875,S, Master,
826,0,3,male,29.69911764705882,0,0,368323,6.95,Q, Mr,
827,0,3,male,29.69911764705882,0,0,1601,56.4958,S, Mr,
828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,C, Master,
829,1,3,male,29.69911764705882,0,0,367228,7.75,Q, Mr,
830,1,1,female,62.0,0,0,113572,80.0,Q, Mrs,B28
831,1,3,female,15.0,1,0,2659,14.4542,C, Mrs,
832,1,2,male,0.83,1,1,29106,18.75,S, Master,
833,0,3,male,29.69911764705882,0,0,2671,7.2292,C, Mr,
834,0,3,male,23.0,0,0,347468,7.8542,S, Mr,
835,0,3,male,18.0,0,0,2223,8.3,S, Mr,
836,1,1,female,39.0,1,1,PC 17756,83.1583,C, Miss,E49
837,0,3,male,21.0,0,0,315097,8.6625,S, Mr,
838,0,3,male,29.69911764705882,0,0,392092,8.05,S, Mr,
839,1,3,male,32.0,0,0,1601,56.4958,S, Mr,
840,1,1,male,29.69911764705882,0,0,11774,29.7,C, Mr,C47
841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,S, Mr,
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,S, Mr,
843,1,1,female,30.0,0,0,113798,31.0,C, Miss,
844,0,3,male,34.5,0,0,2683,6.4375,C, Mr,
845,0,3,male,17.0,0,0,315090,8.6625,S, Mr,
846,0,3,male,42.0,0,0,C.A. 5547,7.55,S, Mr,
847,0,3,male,29.69911764705882,8,2,CA. 2343,69.55,S, Mr,
848,0,3,male,35.0,0,0,349213,7.8958,C, Mr,
849,0,2,male,28.0,0,1,248727,33.0,S, Rev,
850,1,1,female,29.69911764705882,1,0,17453,89.1042,C, Mrs,C92
851,0,3,male,4.0,4,2,347082,31.275,S, Master,
852,0,3,male,74.0,0,0,347060,7.775,S, Mr,
853,0,3,female,9.0,1,1,2678,15.2458,C, Miss,
854,1,1,female,16.0,0,1,PC 17592,39.4,S, Miss,D28
855,0,2,female,44.0,1,0,244252,26.0,S, Mrs,
856,1,3,female,18.0,0,1,392091,9.35,S, Mrs,
857,1,1,female,45.0,1,1,36928,164.8667,S, Mrs,
858,1,1,male,51.0,0,0,113055,26.55,S, Mr,E17
859,1,3,female,24.0,0,3,2666,19.2583,C, Mrs,
860,0,3,male,29.69911764705882,0,0,2629,7.2292,C, Mr,
861,0,3,male,41.0,2,0,350026,14.1083,S, Mr,
862,0,2,male,21.0,1,0,28134,11.5,S, Mr,
863,1,1,female,48.0,0,0,17466,25.9292,S, Mrs,D17
864,0,3,female,29.69911764705882,8,2,CA. 2343,69.55,S, Miss,
865,0,2,male,24.0,0,0,233866,13.0,S, Mr,
866,1,2,female,42.0,0,0,236852,13.0,S, Mrs,
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,C, Miss,
868,0,1,male,31.0,0,0,PC 17590,50.4958,S, Mr,A24
869,0,3,male,29.69911764705882,0,0,345777,9.5,S, Mr,
870,1,3,male,4.0,1,1,347742,11.1333,S, Master,
871,0,3,male,26.0,0,0,349248,7.8958,S, Mr,
872,1,1,female,47.0,1,1,11751,52.5542,S, Mrs,D35
873,0,1,male,33.0,0,0,695,5.0,S, Mr,B51 B53 B55
874,0,3,male,47.0,0,0,345765,9.0,S, Mr,
875,1,2,female,28.0,1,0,P/PP 3381,24.0,C, Mrs,
876,1,3,female,15.0,0,0,2667,7.225,C, Miss,
877,0,3,male,20.0,0,0,7534,9.8458,S, Mr,
878,0,3,male,19.0,0,0,349212,7.8958,S, Mr,
879,0,3,male,29.69911764705882,0,0,349217,7.8958,S, Mr,
880,1,1,female,56.0,0,1,11767,83.1583,C, Mrs,C50
881,1,2,female,25.0,0,1,230433,26.0,S, Mrs,
882,0,3,male,33.0,0,0,349257,7.8958,S, Mr,
883,0,3,female,22.0,0,0,7552,10.5167,S, Miss,
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,S, Mr,
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,S, Mr,
886,0,3,female,39.0,0,5,382652,29.125,Q, Mrs,
887,0,2,male,27.0,0,0,211536,13.0,S, Rev,
888,1,1,female,19.0,0,0,112053,30.0,S, Miss,B42
889,0,3,female,29.69911764705882,1,2,W./C. 6607,23.45,S, Miss,
890,1,1,male,26.0,0,0,111369,30.0,C, Mr,C148
891,0,3,male,32.0,0,0,370376,7.75,Q, Mr,
